""ID","Labels","Properties"
"1130","[""Document""]","{""section"":""A view from the belfry"",""id"":""ad52ed40e287aecc84aa59ee38855dcb"",""text"":""Should you find yourself in Buje, walk along the old, stone-paved streets to the town's ancient centre on the hill. On the main square, next to the resplendent Church of St. Servulus, stands a belfry dating back to the 15th century. In fair weather, the view from the belfry encompasses parts of four countries: Slovenia, Italy, Austria and Croatia. In 2011. the belfry has been completely renovated to allow visits for a greater number of tourists. The wooden stairs leading to the top have been reconstructed. A safety railing and transparent, Plexiglas sheets protect the observatory encircling the bells, providing an unobstructed view in all four directions. A wire mesh protects the bells, which are also an attraction. The belfry is one of the highest in Istria, next only to the 63-metre belfry in Vodnjan, some 70 kilometres to the south. Buje - \""the Guard of Istria\"" and a city with two bell towers What makes Buje even more interesting is the fact that its old town has two belfries. The second belfry, slightly lower but nonetheless imposing, is located next to the Mother of Mercy Church. The bell tower was given the nickname \""the guard of Istria\"" because it was the watchtower for the entire region, and the 13th-century city seal bore the image of the bell tower, the guard of the city."",""embedding"":[-0.0050691944,-0.0015810224,0.029440654,-0.015792621,-0.028782813,-0.02861671,-0.051461026,0.008663633,0.028456401,-6.464258E-4,0.01999266,-0.001978324,-0.0046105613,-0.03653125,-0.055869136,-0.029654238,-0.038346812,0.0020013559,-0.037174385,-0.008966272,-0.015335694,0.01244225,-0.038325347,-0.012821577,-0.025163567,0.003497885,0.032021206,-0.013211472,0.024491668,0.059198916,0.0059541822,-0.012628111,-0.023075461,-0.025729736,-0.001603652,0.012295475,-0.0030269364,-0.039806794,0.037895847,-0.019655706,-0.010419304,-0.01095984,-0.0042946157,-0.02271717,-0.010265997,-0.025982276,-0.00192856,-0.021867333,0.019385187,0.010042387,-0.0046263635,8.6893217E-4,0.021948883,0.008996857,-0.035925865,-0.0050547896,-0.02517136,0.011504871,0.03872154,0.02043367,0.028092701,0.019629264,0.008457786,-0.030277302,0.01832028,0.012588506,0.03511901,0.0051078396,-0.01961009,-0.053321354,-0.0021797451,0.014342524,0.018408563,-0.035425123,-0.056168683,0.044570833,-0.04037272,0.0037811992,0.017153123,0.0012272879,0.0065388996,-0.0062801936,-0.001768626,-0.0025073357,-0.07386733,0.014508655,-0.024646897,0.02731883,-0.0257127,0.011219283,-0.0060878606,0.012670992,-0.005482639,0.018593235,0.08404139,0.048277486,-0.031823173,0.017970584,-0.03896985,0.008661868,-0.0030283993,0.03921028,-0.003954795,0.038229465,-0.030509189,0.004728165,-0.05220683,-0.009049081,-0.011745989,-0.0641987,0.0026074657,0.0075695463,0.038814798,-0.021016877,0.019156082,0.0067490344,-0.06333345,0.0077170455,0.00717422,0.012033155,-0.0014136451,0.01276085,0.0048609343,-0.048508555,-3.087583E-5,-0.022330323,-0.025967889,0.0036108694,-0.001166067,-0.010207903,0.008532731,-0.06625881,-0.0018989245,0.035945933,-0.024637017,-0.030651342,0.05652845,-0.016714241,-0.0010882384,-0.03128152,0.013260496,0.013494296,-0.023246069,0.07572679,0.026884638,0.015353321,-0.02870929,0.03990094,-0.028965682,0.0120797,-0.010172386,0.029274406,0.016404577,0.034219634,-0.021041077,0.017098235,-0.06590011,2.9291798E-4,-0.018521314,0.0032385197,-0.0011928563,0.048295695,-0.02671773,0.021419577,0.00876231,-0.0379128,-0.039618555,4.7349697E-4,0.0072199916,-0.023414578,-0.042323966,0.03761532,-0.037127007,0.00662949,0.042515356,0.0035069077,0.022288805,0.0024208864,-0.029274411,-0.0036800331,0.008279504,0.012454998,0.020251576,0.030225229,-0.008103639,-0.038233247,-0.005936587,0.006060608,0.011558121,0.026575087,0.01619132,0.036830198,0.023965072,0.063892186,-0.010246713,0.022151455,-0.051215637,-0.0024477192,-0.015470199,-0.043920282,-0.026297592,0.025879897,0.0013271341,0.077671215,0.0701498,-0.044052914,0.043830656,0.063178815,0.003298111,-6.413161E-4,0.061987285,-0.0045666886,-0.026340015,0.05793971,0.052473653,-0.025821174,-0.0051443335,0.010941922,-0.014320482,-0.024938801,-0.01495799,0.041507695,0.017065609,0.018526576,-0.05620703,0.03311655,-0.008935424,0.008122668,0.0057726386,-0.0136767365,-2.3905293E-4,0.007620759,0.04397159,-0.003790799,0.01732562,-0.014125572,0.029436884,0.013307538,0.042269085,-0.03094377,-6.300938E-4,0.036192004,0.051709324,0.018807027,-0.0042439755,-0.019228982,0.03212859,0.028807534,0.009915204,0.032164708,0.041200094,-0.0017960183,-0.0107844565,0.026559439,-0.031987097,-0.049335863,0.008681924,0.034110922,0.010491859,-0.0049560433,-0.0019210341,-0.009420683,0.057817224,0.015310237,0.036890138,0.033541773,0.009164313,-0.0050978945,-0.041324366,-0.09285692,0.006614588,-0.0037740038,-0.0026081295,-0.02252986,-0.049188904,-0.017604737,0.0027883637,-0.022251643,0.02631512,-0.0032059653,-0.0232797,-0.011615974,-0.029235834,0.0063557182,0.0066431896,0.048565608,-0.010313037,0.02493159,-0.032786064,-0.0167519,0.008075469,0.02388317,-0.03464326,5.0468824E-4,-0.037603796,-0.023931859,0.0143460035,0.022410395,-0.020072008,-0.03889358,-0.03553353,-0.019846374,-0.04677469,-0.018898092,0.016461588,0.0107920645,-0.03202957,-0.0126748355,0.018741928,0.035801888,-0.02307183,0.013523273,0.0015039268,-0.011302111,-0.052001424,0.06452687,0.026470862,-0.02250252,4.4661418E-5,-0.0037310922,0.006385402,-0.0033095768,-0.013334773,-0.011704016,0.025550365,0.056552086,-0.003119042,-0.022978261,0.0037761626,0.013481535,-0.038527988,-0.04768075,-0.007167322,0.038344823,0.0044387174,0.0307439,0.028105587,0.023464309,-0.034183092,-0.0028960546,0.011188574,-0.018056862,0.012076654,0.02684173,-0.037636098,0.0045805783,0.03321242,-0.012297158,0.016510915,6.388971E-4,-0.025094341,0.02787049,-0.013234613,0.0057903365,0.0070684706,0.006333927,-0.03895092,0.041329198,0.0027701391,0.03805863,0.024170171,-0.0071270447,-0.0018982744,0.037379056,0.012336115,-0.05453548,0.021715542,0.01649818,-0.0025549612,-0.05008885,-0.006860706,0.013357935,-0.056375064,0.02934996,-0.0366126,-0.016380781,0.037696894,0.017474715,0.02839134,0.04646475,0.06618529,-0.10402152,-0.011539951,0.009070114,0.032324083,-0.020757644,0.018149205,-3.0260459E-5,-0.052374832,0.012889566,-0.031059809,0.0050061555,0.043735027,-0.04695288,0.04358782,-0.07539912,0.012862428,-0.010897296,0.021155464,-0.032713722,-0.0095688915,0.03142305,0.020458888,0.030066444,-0.08981172,0.069693215,-0.020126918,0.077675216,0.0060586724,-0.015511389,0.020109303,0.007841556,-0.02972845,0.006420408,0.013091627,0.0042653885,-0.07072973,-0.043807745,-0.02978878,0.008460767,-0.022534596,0.0012744617,-0.0032783272,0.04802807,0.03168408,-0.014059064,-0.051432576,-0.024940995,0.05948438,0.049830124,0.0010048075,0.026795417,0.016309077,-0.0135080125,0.0039037804,-0.059855282,0.013663036,-0.008484298,-0.022674331,-0.05516148,-0.0012170331,0.024839975,-0.019432884,-0.014768858,-0.007596431,-0.034674104,0.008343413,0.009289585,-0.007067358,0.0023636264,-0.040352356,-0.07181087,0.023040248,-0.05260923,-0.01388556,-0.0016934015,0.010360348,-0.019846361,0.034399036,-0.018090693,0.030536568,-0.012090593,-0.057496708,0.011107986,-0.021550348,0.020067679,0.005827049,-0.020066697,0.019219937,-0.00662017,-0.0014781199,0.016904106,-0.005397906,-0.03335775,0.025403477,-0.04053638,-0.012422433,0.040545296,-0.044650164,0.038854916,0.0077767293,-0.0020389005,0.078413896,0.0063493745,-0.02398953,-0.041319277,0.037333116,0.029303815,-0.052947424,0.0077331485,0.018438,0.016492167,0.028656647,-0.03559101,0.00416306,-0.0025549994,-0.03510135,0.019013068,-4.7851304E-4,-0.03776835,0.05611173,0.0323239,-0.024099924,-0.06991856,-0.014675246,-9.286679E-4,0.0071686767,-0.0048533287,-0.041934162,0.051465124,-0.037376355,-0.02571131,0.020438518,0.012976306,-0.009104749,0.00391279,-6.3218083E-4,0.014550545,-0.018364757,0.0029434466,0.015833396,-0.06643473,0.04855516,0.021205693,0.044865895,0.047917545,-0.02626167,-0.015191806,0.0062259645,-0.06301588,-0.06346555,-0.03925073,-0.032548856,-0.030391363,0.0041022194,-0.0042352113,0.010956087,-0.009385525,0.0071979016,0.027753808,-0.020636361,-0.04056064,0.03673949,-0.011830074,-0.030812807,-0.018273395,-0.025600586,0.03988462,0.022445546,-0.01212271,-0.018149754,0.0017996476,0.030979771,-0.033294823,-0.027523555,-0.020295594,-0.038466815,0.034298077,0.007443282,0.009457604,-0.03185393,0.05776957,-0.034834072,0.004985447,-0.0075827083,-0.028910486,0.020430123,0.021838555,0.035918657,0.0019503883,-0.009529431,0.0067439084,0.058375906,0.04035348,-0.011380815,-0.022913368,-0.07480447,-0.003502159,-0.02828793,0.041500587,-0.008366872,-0.017117904,-0.0061558667,0.027870212,0.051075198,0.04221669,0.007697435,0.043069135,2.606676E-4,0.0076600863,-0.05885031,0.046986427,0.0017717541,0.013239372,-0.02586308,-0.025711546,-0.026251426,0.04019988,0.010414001,-0.048929658,-0.043189164,-0.013306883,0.03054232,0.023198847,0.053080115,-0.01634495,-0.023990007,-0.041077398,0.05616877,0.043371316,-0.045999315,0.047123905,-0.0152860535,0.029598529,0.018655544,0.023937728,-0.01214688,-0.042185046,0.013044587,-0.018998282,-0.08407623,0.007725648,-0.003166146,-0.08539686,-0.009988275,-0.018599631,0.020109111,-0.025442537,-0.011968533,-0.01670157,-0.0047777323,0.022555275,-0.0095700985,-0.030561645,-0.009679816,0.022185009,0.0089260535,0.026718292,0.012902954,-0.030892713,0.048241157,-0.019292524,0.0075780186,-0.053342223,-0.02441721,-0.041540146,0.029525049,0.08291648,0.032037877,-0.0027516617,0.018760808,-0.010460757,0.07798812,0.012967447,-0.02207999,0.01741595,-0.041590687,-0.03072824,0.024820771,-0.015059192,0.0028278795,0.018958827,-0.033544578,-0.011699291,0.015694514,0.0026885916,-0.0014667329,0.018967547,-0.037726063,-0.007049124,0.0058006453,-0.05790656,-0.012727363,-0.026082981,-0.0017013438,-0.042963613,-0.054645706,0.028452449,0.0019638103,-0.033242088,0.052823637,-0.017072568,0.015258654,-0.036618102,-0.077600576,-0.011495045,-0.012646346,-0.018439168,-0.029214432,0.0211138,-0.025782062,0.0012531555,-0.0020268746,0.0440398,0.01150087,0.028255638,-0.014573399,0.028609497,0.037765082,0.0543898,0.049686085,0.010261657,0.06470055,-0.02912953,-0.02007692,-0.03551,0.03780211,-0.015351418,0.02902002,-0.0280051,-0.022477916,-0.029684082,0.0082401335,-0.014577236,0.0128451325,-0.009138216,0.007711403,-0.02628033,-0.008487044,0.029864667,0.06672196,0.002763265,2.4180954E-4,0.003751046,-0.00678997,-0.030800989,-0.012295662,-3.4737878E-4,0.007631293,0.039829057,-0.0050503267,-0.0023069314,0.0026572742,-0.052800495,0.022600029,-0.030206176,-0.019560283,-4.250625E-5,-0.013468041,-0.014947024,-6.6612085E-4,0.00840234,-0.0064338604,-0.026477953,-0.047774497,-0.023713948,0.007606454,-0.048918717,-0.051935013,0.010569859,-0.0026072727,0.007276715,-0.024990497,-0.017971806,0.013747128,-0.019202186,-0.0025805663,0.032750454,-0.022684677,-0.0035896807,0.02432772,0.0094044255,0.042356502,0.012649759,0.01826241,-0.02680447,-0.01736322,-0.0035828417,0.018861042,0.028768783,0.004083715,0.00919597,-0.0017426383,-0.0040456164,-0.025567349,-0.0059081772,0.025445363,-0.0026068792,0.07463848,-0.03470791,-0.019651877,-0.021389851,0.007014257,-0.025640214,0.06192918,-0.015135596,0.055198934,0.01793322,0.004008463,-0.0056297127,0.025080085,0.02418927,0.015106574,-0.036689825,0.014658335,0.015996745,0.014253563,0.04153521,0.016934108,0.022816781,-0.022850312,0.01336445,0.053796988,0.04406766,0.012163181,0.029372623,0.021250125,0.011034476,0.034771383,0.036280483,0.013526259,-0.007871333,-0.016544098,-0.013270696,0.010914614,0.022665152,0.010330794,-0.016893962,0.01343489,-0.020970343,-0.018419044,0.007523964,-0.0013905896,0.020749073,-0.0194077,0.037702303,-0.02854277,-0.056715667,0.03478178,0.01981801,0.014383252,0.029884266,0.016011074,-0.02182626,-0.036118407,-0.022199359,-0.059268456,-0.019260941,0.0029990065,-0.0038134784,0.03546339,0.028532946,0.008801707,-0.0056848084,9.742058E-5,-0.08550772,-0.058197524,-0.010929195,0.0020974902,-0.008251522,-0.030326996,0.015527192,0.01185941,0.0041077323,0.003759911,0.08465935,0.031505853,0.004426048,-7.750484E-4,-0.035524126,-0.058122423,-0.07966285,0.012345061,-0.01304982,-0.036917333,-0.059114482,0.032188527,0.010860239,-0.056751765,0.040140994,0.038293723,0.023151232,-0.020521615,0.05271875,-0.010350716,-0.014428052,0.023478035,0.005815217,0.03718402,-0.021085167,-0.009325935,0.008816981,-0.02747572,-0.047715828,-0.061580006,0.051286664,0.012921863,-0.015437256,0.0037086105,-0.033585124,0.0170393,0.0033293823,-0.03438941,0.017878918,0.02623174,0.0138369035,-0.026510224,0.03892758,-0.045827553,0.003809823,0.024422133,0.032677203,6.3805573E-4,0.03944925,-0.008996755,-0.0032164773,-0.004214956,-0.022935953,0.0020562648,0.04281477,-0.03892453,-0.0132278185,0.019618887,-0.04529479,-0.0075102653,0.022218473,-0.02095593,0.013227407,0.01615233,-0.036958847,0.044099983,-0.027933907,-0.012919334,-0.010616231,-0.04049263,0.068238825,-0.015628995,0.024096454,-0.03644035,0.26546332,0.03975856,-0.00610879,0.010148784,-0.014681814,0.042200163,0.02002482,-0.02886502,0.020379212,0.015413098,0.02793234,9.158967E-4,0.019723494,0.012583434,0.059960812,0.05754757,-0.005354726,0.040435337,-0.008186576,-0.022998603,-0.07526559,0.061053935,-0.011329689,-0.0033018375,0.027317582,-0.0045088213,-0.025809342,-0.013522168,-0.06454087,-0.038434315,0.017805547,-0.008369218,-0.015304922,-0.035438936,-0.036489606,0.0045634,0.003050387,0.0010025932,-0.02069511,0.032857604,-0.0083164405,-0.057602007,0.03764821,7.298946E-4,-0.005415129,0.073697194,-0.01841674,-0.003276659,0.0065455274,8.031249E-4,0.043117765,-0.014282416,0.02425617,-0.021520622,-0.0484302,0.0034576163,0.016097631,-0.02024826,0.017884,-0.010075376,0.07715264,-0.030849999,-0.016110405,-0.038051847,-0.06467244,0.019107789,4.48524E-4,-0.0056184316,-0.023956198,-0.023525978,-0.018061068,-0.0037849816,-0.01096011,0.004662018,0.030706547,0.031218408,-0.012636687,0.01927553,-0.015475666,-0.022640718,0.0070143077,-3.6072475E-4,-3.220027E-4,0.018113403,0.015728293,0.0774505,-0.027167914,-0.021888867,-0.0037622328,0.040572807,0.011439591,0.02211745,0.010155295,-0.04032194,0.0011980383],""city"":""Buje""}"
"1131","[""__Entity__"",""Material""]","{""id"":""Plexiglas sheets""}"
"1132","[""__Entity__"",""Structure""]","{""id"":""Belfry""}"
"1133","[""__Entity__"",""Year""]","{""id"":""2011""}"
"1134","[""__Entity__"",""Building"",""Place of Worship""]","{""id"":""Church of St. Servulus""}"
"1135","[""__Entity__"",""Geographic Region""]","{""id"":""Slovenia, Italy, Austria and Croatia""}"
"1136","[""__Entity__"",""City""]","{""id"":""Vodnjan""}"
"1137","[""__Entity__"",""Structure""]","{""id"":""63-metre belfry""}"
"1138","[""__Entity__"",""Material""]","{""id"":""wire mesh""}"
"1139","[""__Entity__"",""Function""]","{""id"":""transport materials from one side of the river to the other""}"
"1140","[""__Entity__"",""Infrastructure""]","{""id"":""underwater tunnel""}"
